Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Indsatsen mod familierelateret vold	Tilskud til anden virks. og invest.tilskud	-0.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Øget oplysning om integration	Andre ordinære driftsomkostninger	0.0	0.8	0.8	0.8	0.8	0.8
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Øget oplysning om integration	Interne statslige overførselsudgifter	0.1	0.1	0.1	0.1	0.1	0.1
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Øget oplysning om integration	Tilskud til anden virks. og invest.tilskud	0.0	2.2	2.2	2.2	2.2	2.2
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Aktivt medborgerskab	Tilskud til anden virks. og invest.tilskud	2.9	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Demokratisk medborgerskab og ligebehandling	Tilskud til anden virks. og invest.tilskud	0.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Traumatiserede flygtningefamilier	Interne statslige overførselsudgifter	0.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Traumatiserede flygtningefamilier	Tilskud til anden virks. og invest.tilskud	4.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Dialog, medborgerskab mv.	Interne statslige overførselsudgifter	0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	Dialog, medborgerskab mv.	Tilskud til anden virks. og invest.tilskud	5.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	National strategi mod tvangsægteskaber	Interne statslige overførselsudgifter	0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Øvrige integrationsinitiativer mv.	Tilskud vedrørende indvandrere og flygtninge	National strategi mod tvangsægteskaber	Tilskud til anden virks. og invest.tilskud	8.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Støtte og rådgivning for au-pairs	Støtte og rådgivning for au pairs	Øvrige overførselsindtægter	-2.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Støtte og rådgivning for au-pairs	Støtte og rådgivning for au pairs	Interne statslige overførselsudgifter	0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Støtte og rådgivning for au-pairs	Støtte og rådgivning for au pairs	Tilskud til anden virks. og invest.tilskud	2.8	2.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Familiepakker - integrationstilbud	Familiepakker - integrationstilbud	Tilskud til anden virks. og invest.tilskud	-0.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Projekter for udenlandsk arbejdskraft	Projekter for udenlandsk arbejdskraft	Andre ordinære driftsomkostninger	0.0	0.2	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Projekter for udenlandsk arbejdskraft	Projekter for udenlandsk arbejdskraft	Tilskud til erhverv	1.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Initiativer vedr. international rekruttering	Projekter for udenlandsk arbejdskraft	Projekter for udenlandsk arbejdskraft	Tilskud til anden virks. og invest.tilskud	0.6	1.8	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	IGU-bonus til private virksomheder	IGU-bonus til private virksomheder	Tilskud til anden virks. og invest.tilskud	0.0	0.0	8.9	14.3	11.4	6.2
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Beskæftigelsesrettet virksomhedsbonus	Beskæftigelsesrettet virksomhedsbonus	Tilskud til anden virks. og invest.tilskud	0.0	0.0	24.1	24.1	14.1	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Integration der virker	Brancheorienteret tilgang	Interne statslige overførselsudgifter	0.0	0.2	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Integration der virker	Brancheorienteret tilgang	Tilskud til anden virks. og invest.tilskud	0.0	5.8	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Integration der virker	Målrettet beskæftigelsesindsats	Interne statslige overførselsudgifter	0.0	0.5	1.1	1.1	0.6	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Integration der virker	Målrettet beskæftigelsesindsats	Tilskud til anden virks. og invest.tilskud	0.0	15.5	12.0	13.3	2.4	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Arbejdsmarkedsdansk	Erhvervsrettet DK-undervisning på internettet	Andre ordinære driftsomkostninger	0.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Arbejdsmarkedsdansk	Grundkursus i arbejdsmarkedsdansk	Tilskud til anden virks. og invest.tilskud	-8.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Efteruddannelse	Efteruddannelse	Andre ordinære driftsomkostninger	4.3	0.1	0.1	0.1	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Efteruddannelse	Efteruddannelse	Tilskud til anden virks. og invest.tilskud	1.4	3.6	3.5	3.4	3.4	3.3
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Særlig indsats for børn og unge	forældreinddragelsen blandt nydanske forældre	Tilskud til anden virks. og invest.tilskud	-3.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Særlig indsats for børn og unge	Særlig indsats for børn og unge	Tilskud til anden virks. og invest.tilskud	3.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Nedbrydning af barrierer for beskæftigelse	Arbejdsmarkedspolitiske initiativer	Overførselsudgifter til kommuner og regioner	-2.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Nedbrydning af barrierer for beskæftigelse	Arbejdsmarkedspolitiske initiativer	Tilskud til anden virks. og invest.tilskud	-0.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Et mangfoldigt arbejdsmarked	Etnisk erhvervsfremme	Overførselsudgifter til kommuner og regioner	-0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Et mangfoldigt arbejdsmarked	Fastholdelse af nydanskere på arbejdsmarkedet	Overførselsudgifter til kommuner og regioner	-3.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Opsøgende indsats over for selvforsørgende	Indsats overfor selvforsørgede	Andre ordinære driftsomkostninger	0.0	2.1	2.1	2.1	2.1	2.1
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Opsøgende indsats over for selvforsørgende	Opsøgende indsats over for selvforsørgede	Overførselsudgifter til kommuner og regioner	9.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedr. integration mv.	Nydanske kvinders vej til beskæftigelse	Nydanske kvinders vej til beskæftigelse	Overførselsudgifter til kommuner og regioner	-0.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedrørende byer	Bypolitiske initiativer	Byudviklingspuljen	Tilskud til anden virks. og invest.tilskud	-0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedrørende byer	Indsats vedrørende socialt belastede områder	Styrkelse af frivil. arb. i socialt be. omr.	Tilskud til anden virks. og invest.tilskud	-0.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Initiativer vedrørende integration mv.	Indsatser vedrørende byer	Forebyggelse af krim. i udsatte boligområder	Forebyggelse af krim. i socialt ud. boligom.	Tilskud til anden virks. og invest.tilskud	-3.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. målr. byforn. i belast. omr	Hens. vedr. særligt belastede byområder	Andre ordinære driftsomkostninger	-1.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. bygningsforn. i kvarterløft	Hens. vedr. kvarterløftindsats	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. bygningsforn. i kvarterløft	Hens. vedr. kvarterløftindsats	Andre ordinære driftsomkostninger	-58.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. rente- og afdragsbidr.	Hens. vedr. forbedringsarbejder	Andre driftsindtægter	-15.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. rente- og afdragsbidr.	Hens. vedr. forbedringsarbejder	Andre ordinære driftsomkostninger	30.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. rente- og afdragsbidr.	Hens. vedr. rentebi. forbedringsarbejder	Andre ordinære driftsomkostninger	-106.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. rentesikr. til sanering	Hens. vedr. rentesikring til sanering	Andre ordinære driftsomkostninger	1.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. tilsk. til aftalt boligforb	Hen. vedr.  tilskud til privat byfornyelse	Andre driftsindtægter	5.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. tilsk. til aftalt boligforb	Hen. vedr.  tilskud til privat byfornyelse	Andre ordinære driftsomkostninger	-86.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. ydelsesstøtte til forb.arb.	Hens. vedr. ydelsesbidrag til tab.	Andre driftsindtægter	196.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedr. ydelsesstøtte til forb.arb.	Hens. vedr. ydelsesbidrag til tab.	Andre ordinære driftsomkostninger	-400.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. ydelsesbidr. til forb.arb.	Andre driftsindtægter	299.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. ydelsesbidr. til forb.arb.	Andre ordinære driftsomkostninger	-1254.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. kont. bet. af byforn.tab	Andre ordinære driftsomkostninger	-79.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. ref. af byfornyelsesudg.	Andre ordinære driftsomkostninger	-226.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. tilskud til andelsboliger	Andre ordinære driftsomkostninger	-1.9	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. engangstilskud til udlejn.	Andre ordinære driftsomkostninger	-0.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedrørende forbedringstilskud	Andre ordinære driftsomkostninger	3.9	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende byfornyelse	Hensættelse vedrørende byfornyelse	Hensættelse vedr. forbedringstilsk udlejn.	Andre ordinære driftsomkostninger	-284.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. rentebidrag til andelsbolig	Hens. vedr. rentebidrag til andelsboliger	Andre driftsindtægter	-5.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. rentebidrag til andelsbolig	Hens. vedr. rentebidrag til andelsboliger	Andre ordinære driftsomkostninger	51.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. rentesikr. til andelsbolig	Hens. vedr. rentes. til andelsboliger	Andre ordinære driftsomkostninger	-1.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. friplejebolig	Hens. vedr. servicearealer friplejeboliger	Andre ordinære driftsomkostninger	-4.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til friplejeboliger	Hensættelse vedrørende ydelsesstøtte til frip	Andre ordinære driftsomkostninger	-117.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til friplejeboliger	Hens. vedr. ydelsesstøtte til friplejeboliger	Andre ordinære driftsomkostninger	-46.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til andelsboliger	Hensættelse vedr. støtte til andelsboli.	Andre driftsindtægter	14.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til andelsboliger	Hensættelse vedr. støtte til andelsboli.	Andre ordinære driftsomkostninger	-43.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til andelsboliger	Hens. vedr. ydelses. til andel. med indekslån	Andre driftsindtægter	2.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelse vedrørende privat boligbyggeri	Hensættelse vedr. støtte til andelsboliger	Hens. vedr. ydelses. til andel. med indekslån	Andre ordinære driftsomkostninger	-32.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. støtte til kollegier mv.	Hens. vedr. drifts. til kollegier og enkeltvæ	Andre ordinære driftsomkostninger	107.9	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. ydelsesst. til ung.boliger	Hens. vedr. ydelsess. til ungdomsboliger	Andre driftsindtægter	43.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. ydelsesst. til ung.boliger	Hens. vedr. ydelsess. til ungdomsboliger	Andre ordinære driftsomkostninger	-618.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr  rente- og afdragsbidrag	Hens. vedr. afdragsbidrag til ungdomsboliger	Andre ordinære driftsomkostninger	31.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr  rente- og afdragsbidrag	Hens. vedr. rentebidrag til ungdomsboliger	Andre driftsindtægter	-2.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr  rente- og afdragsbidrag	Hens. vedr. rentebidrag til ungdomsboliger	Andre ordinære driftsomkostninger	28.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr.  rentesikr. til ung.boliger	Hens. vedr. rentesikring til ungdomsboliger	Andre ordinære driftsomkostninger	-4.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hens. vedr. driftsstøtte mv. til alm boliger	Hens. vedr. huslejesik til vis. alm. boligafd	Andre ordinære driftsomkostninger	10.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hens. vedr. driftsstøtte mv. til alm boliger	Hens. vedr. drifts. til almene byggerier	Andre ordinære driftsomkostninger	0.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. ydelsesst. til alm. boliger	Hens. vedr. ydel. til alm. bo. før 1.1.1994	Andre driftsindtægter	-0.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. ydelsesst. til alm. boliger	Hens. vedr. ydel. til alm. bo. før 1.1.1994	Andre ordinære driftsomkostninger	-147.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. ydelsessikr. til alm. bolig	Hens. vedr. ydelsessikring til alm. boligafd.	Andre ordinære driftsomkostninger	-447.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rente- og afdragsbidr.	Hens. vedr. rentebidrag til ældreboliger	Andre driftsindtægter	-8.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rente- og afdragsbidr.	Hens. vedr. rentebidrag til ældreboliger	Andre ordinære driftsomkostninger	2.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rente- og afdragsbidr.	Hensættelse vedrørende rente- og afdragsbidr.	Andre ordinære driftsomkostninger	69.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rente- og afdragsbidr.	Hens. vedr. rent til alme. boligbyggeri	Andre driftsindtægter	-0.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rente- og afdragsbidr.	Hens. vedr. rent til alme. boligbyggeri	Andre ordinære driftsomkostninger	219.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende rentesikring	hens. vedr. rentesikring til almene boliger	Andre ordinære driftsomkostninger	-129.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. finansiering af alm. nybyg.	Hensættelse vedr. indt. fra Landsbyggefonden	Andre driftsindtægter	28.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedr. tilskud til ældreboliger	Hensættelse vedrørende tilskud til ældrebolig	Andre ordinære driftsomkostninger	12.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ungdomsboligbidrag	Hensættelse vedrørende ungdomsboligbidrag	Andre driftsindtægter	48.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ungdomsboligbidrag	Hensættelse vedrørende ungdomsboligbidrag	Andre ordinære driftsomkostninger	-213.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedrørende ydelsesstøtte	Andre driftsindtægter	13.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedrørende ydelsesstøtte	Andre ordinære driftsomkostninger	-71.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hens. vedr. ydelsesstøtte til almen. 1.7.2009	Andre ordinære driftsomkostninger	-3320.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedrørende ydelsesstøtte	Andre driftsindtægter	-55.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedrørende ydelsesstøtte	Andre ordinære driftsomkostninger	-4264.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedr ydelsesstøtte bol. indeks.	Andre driftsindtægter	93.8	0.0	0.0	0.0	0.0	0.0
